id,GICS_P_1,GICS_P_2,GICS_P_3,GICS_P_4,SoC_P_1,SoC_P_2,SoC_P_3,CSC_P_1,CSC_P_2,CSC_P_3,CSC_P_4,SACS_P_1,SACS_P_2,SACS_P_3,SACS_P_4,GICS_1,GICS_2,GICS_3,GICS_4,SoC_1,SoC_2,SoC_3,CSC_1,CSC_2,CSC_3,CSC_4,SACS_1,SACS_2,SACS_3,SACS_4,MAS_UK_1,MAS_UK_2,MAS_UK_3,MAS_UK_4,MAS_UK_5,MAS_UK_6,MAS_UK_7,MAS_UK_8,MAS_UK_9,MAS_UK_10,MAS_UK_11,MAS_UK_12,MAS_UK_13,MAS_UK_14,MAS_UK_15,MAS_UK_16,MAS_UK_17,MAS_UK_18,MAS_UK_19,MAS_UK_20,MAS_UK_21,MAS_UK_22,MAS_UK_23,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,study,experience,happy,tests,test_hours,test_attempts,test_result,skills,gender,age,ethnic,UK,native,psychology,stage,qualification
R_3iR03XaviqEM0pe,2,4,4,4,1,5,2,1,1,5,4,2,1,1,1,1,3,4,2,4,4,3,2,3,5,4,2,1,1,1,3,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1,2,1,1,1,3,3,2,2,2,2,1,2,3,2,1,1,1,1,6,2,6,6,1,1,100,2,2,18,9,2,1,1,1,AP 
R_Wrr1LeuAAt83NZv,4,5,5,5,3,3,2,4,4,2,1,4,1,2,3,3,4,4,5,3,3,3,3,5,3,3,3,1,2,3,5,5,2,3,1,5,5,3,2,3,1,4,4,4,3,2,4,5,5,3,5,3,3,1,3,3,3,1,2,3,3,3,4,4,4,4,2,3,4,4,4,3,3,3,1,5,4,1.5,2,90,4,2,18,11,2,2,1,1,IB 
R_1mtm6esU5crGFkM,2,3,3,3,2,2,5,1,2,4,4,1,4,1,2,2,2,2,2,1,2,5,1,2,4,5,1,4,1,2,3,2,4,1,2,4,4,2,1,2,1,2,2,2,2,1,1,3,2,1,1,1,3,2,2,2,1,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,6,1,6,7,3,1,100,4,2,19,9,1,1,1,1,A-levels
R_2BqRDc7TEmlR3fO,3,5,5,5,4,4,3,3,3,2,4,2,2,2,3,2,5,5,5,4,4,3,4,5,1,2,3,2,2,3,4,1,4,1,2,4,4,3,1,3,3,2,2,2,3,2,2,5,4,2,4,2,4,2,4,3,3,3,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,1,3,5,1,3,8,3,2,29,10,2,2,1,1,IB Diploma 
R_1rP7suBzXyXNHYl,1,3,4,2,4,3,5,2,4,2,2,3,1,1,3,1,4,2,1,3,3,3,2,4,4,4,2,2,1,2,3,1,1,1,1,2,5,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,2,4,2,2,4,3,3,3,1,1,2,3,3,2,1,3,5,1,3,5,2,2,8,2,2,19,9,1,1,1,1,A-level
R_yyzlT1giYsiQY25,2,1,2,2,1,1,2,2,4,2,3,2,2,1,2,2,2,2,2,5,2,5,1,5,3,3,2,3,1,2,2,2,2,1,1,5,4,3,1,1,2,1,2,1,2,1,3,5,1,1,4,2,4,1,4,4,3,3,1,3,4,4,4,4,4,2,2,4,4,3,3,2,2,6,1,4,5,60,2,10,2,2,18,9,1,1,1,1,A levels
R_2cAs9DZAHyxbLmo,1,1,2,2,3,2,2,1,2,4,5,1,3,1,3,1,2,2,2,4,3,2,2,2,4,5,2,3,1,3,3,4,5,1,1,5,5,1,2,3,3,2,1,2,4,3,5,5,3,3,4,1,5,2,2,4,3,2,1,3,4,4,3,4,4,1,2,3,4,3,2,2,3,5,2,5,6,1,2,90,3,2,18,9,1,2,1,1,A-levels
R_31KJgZuZMu7uh5q,3,5,4,5,5,4,1,1,5,1,1,3,3,3,3,5,5,5,5,4,4,1,2,4,1,1,4,1,4,4,4,4,5,3,4,4,5,3,1,2,1,2,2,3,2,2,2,4,3,2,5,3,5,1,2,3,2,2,3,3,2,4,3,4,2,1,2,3,4,3,2,1,2,7,1,1,3,3,2,6,2,2,18,10,1,1,1,1,A-levels 
R_3rYChC4p2Gaw1j7,2,3,1,2,1,1,5,1,3,3,3,3,2,1,2,2,3,2,2,4,4,2,2,3,3,3,2,2,2,3,2,2,3,1,2,3,3,3,3,2,2,2,3,2,3,2,2,4,1,3,2,1,3,1,4,3,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,7,2,4,7,2,3,10,4,2,18,9,1,1,1,1,A-Levels
R_1cSKZt7sh0TwwuK,2,4,4,4,4,3,3,3,4,4,4,3,2,2,3,2,4,2,3,3,3,2,2,3,3,3,2,2,2,2,3,3,4,3,3,3,4,2,1,2,2,2,2,2,2,2,1,3,3,3,3,3,4,1,3,2,2,2,2,3,4,3,2,3,3,1,2,3,3,3,3,2,2,6,1,5,5,2,2,90,3,2,18,9,1,1,1,1,A-levels
R_2vZVvNE6vOxTuhb,2,2,3,2,4,3,5,4,4,4,4,2,2,1,1,2,2,3,2,4,4,5,4,4,4,4,2,2,1,2,5,5,4,4,4,4,5,3,1,4,3,1,4,3,1,1,1,3,3,1,4,3,4,2,3,2,1,1,1,1,4,3,3,3,3,3,2,4,3,2,3,2,2,2,1,5,3,1,2,8,2,2,18,9,1,1,1,1,Diploma 
R_1goHOOKT5wHbytl,2,5,3,4,2,2,5,3,5,3,2,1,3,1,2,2,4,3,3,2,2,5,3,5,3,2,1,3,1,2,2,1,5,1,1,5,5,3,1,1,1,2,2,2,3,1,3,5,3,3,4,2,5,1,4,3,3,2,1,2,4,4,4,4,4,3,4,4,4,3,4,4,2,4,2,6,7,1,2,100,4,2,18,5,2,2,1,1,A-Levels
R_1mOYZvEOUjeRxQq,2,2,3,3,2,2,5,2,3,5,4,1,3,1,2,2,2,2,3,2,2,5,2,3,5,4,1,3,1,2,1,2,3,3,3,3,2,2,1,1,1,1,2,2,2,1,1,3,2,1,1,3,4,2,3,2,3,1,1,2,3,3,2,3,3,4,2,2,2,2,2,2,1,5,3,6,6,0,2,10,1,1,18,9,1,1,1,1,A-levels
R_1JPgmv8afZFsNhq,1,4,2,2,4,3,5,2,3,3,2,1,4,1,2,1,2,2,2,3,3,5,2,3,4,4,1,4,1,2,2,3,2,2,1,4,3,3,1,2,1,2,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,2,2,5,1,5,6,1,3,9,3,2,19,5,1,1,1,1,A-levels
R_3DjRM7j1ysAptvM,3,5,2,3,2,3,5,1,4,2,4,1,3,1,1,1,4,3,2,2,3,4,2,3,4,4,2,3,1,2,1,1,2,1,2,4,3,2,1,2,3,2,2,1,3,1,2,3,2,1,1,1,3,4,1,1,1,3,2,1,2,2,2,2,3,1,1,1,1,4,2,2,1,3.5,2,2,6,1,2,9,2,2,18,10,2,2,1,1,A-Levels x3
R_UfQTFMCI0cIGm4N,3,4,4,4,2,2,1,3,4,2,2,2,4,1,2,3,3,2,2,3,3,4,3,4,2,3,2,3,1,1,2,2,2,1,2,3,3,3,1,2,1,1,1,2,2,1,1,3,1,1,2,1,3,1,2,2,3,1,1,2,3,3,3,3,4,3,3,4,4,2,3,2,3,5,1,6,1,1,3,100,4,2,19,9,1,1,1,1,A-levels 
R_2PjmYQfbB2Jkrbm,1,3,3,2,1,2,5,1,1,5,5,2,3,1,1,1,2,3,3,1,1,5,1,1,1,1,2,2,1,1,2,1,2,1,1,4,2,2,1,2,1,1,2,2,2,1,1,4,2,1,2,1,2,3,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,6,1,6,6,1,3,9,4,2,20,7,1,1,1,1,a levels
R_3IWziNIuMCN1Buf,3,5,3,2,4,4,3,3,4,4,4,1,4,1,2,2,3,1,1,2,3,4,3,2,4,4,1,4,1,1,3,3,4,2,1,3,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,1,3,3,2,2,1,2,4,4,3,4,2,2,2,4,4,2,3,3,3,6,1,6,6,1,2,10,3,2,21,9,1,1,1,1,A-levels
R_2v0xiwyNZSx1DUk,2,4,2,2,4,4,2,2,4,4,4,2,1,1,2,1,2,1,1,4,3,2,3,4,4,4,3,1,1,2,1,1,3,1,1,3,2,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,3,1,3,2,2,2,2,2,3,3,4,3,3,2,2,3,4,3,2,4,3,15,1,3,5,2,2,8,2,2,19,9,1,1,1,1,A-levels
R_2BsRFpRmjBuwL1R,1,4,3,2,4,4,3,2,4,4,4,1,2,1,1,1,2,1,1,3,3,4,2,3,3,3,1,2,1,1,1,1,4,1,2,2,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,3,2,2,3,2,1,1,2,3,3,2,2,2,1,1,2,2,3,2,2,2,3,1,6,6,1,2,100,4,2,19,10,2,2,1,1,IB
R_2QuEfjoisBE7hMT,1,5,5,5,3,4,4,1,4,3,3,2,1,1,1,1,4,3,3,3,4,4,1,2,4,4,1,2,1,1,4,1,5,2,2,5,4,4,1,2,1,1,1,1,1,1,1,5,4,1,2,1,4,1,3,3,2,2,1,3,2,4,4,2,2,1,1,1,3,1,2,3,2,7,1,7,6,1,2,8,3,2,19,9,1,1,1,1,A levels
R_3erzG3Zgf8ZSrRS,1,3,4,4,3,2,5,2,4,2,3,1,3,1,1,1,2,2,2,3,2,3,2,4,4,2,1,4,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,6,1,2,5,2,2,80,2,1,18,6,1,1,1,1,A-levels
R_1Kj7tpfuP4CSDOA,2,2,2,2,2,2,5,4,4,4,4,1,3,1,2,2,2,1,1,2,2,5,4,3,4,3,1,2,1,2,5,4,3,2,2,2,5,3,1,2,1,2,3,3,1,1,1,2,3,1,4,3,2,2,3,2,1,1,1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,6,6,0,2,10,4,2,19,10,1,1,1,1,A-levels
R_Tw7fG4rME6tS8sF,4,5,3,4,4,5,3,2,4,3,3,4,2,2,3,4,5,3,2,3,4,1,3,4,4,2,2,2,1,2,3,4,5,2,4,5,3,4,1,2,3,2,4,3,2,1,2,4,2,3,3,4,4,1,2,3,2,3,1,2,4,3,4,2,4,3,2,4,4,3,3,2,3,2,1,3,5,1,2,75,2,2,19,8,1,1,1,1,A-levels
R_uy0UefRaMXtvxmx,2,2,2,3,2,2,4,3,2,3,3,1,2,1,1,2,3,3,3,1,1,4,3,3,3,3,1,3,1,1,4,4,4,1,3,3,3,3,2,3,1,2,2,2,1,1,2,3,3,3,3,1,4,1,3,3,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,2,10,1,7,6,5,3,70,5,2,19,11,2,2,1,1,BTEC
R_2WSj9njk9R2rEv4,1,2,2,1,1,2,5,1,2,4,4,1,4,1,2,1,2,2,1,2,2,5,1,2,4,4,1,4,1,2,1,1,2,1,4,4,2,2,1,1,3,2,1,3,1,1,2,3,2,1,1,1,2,1,3,2,2,1,1,2,4,4,3,3,2,2,3,4,4,3,3,2,2,6,3,6,7,1,2,9,3,1,20,9,1,1,1,1,University First Year Distinction
R_3JJLH8S5SwMBRY3,2,2,1,2,2,2,5,2,3,5,5,1,4,1,2,2,3,1,2,3,3,1,2,1,4,4,1,3,1,3,3,3,4,3,1,1,1,3,1,1,3,1,1,3,2,1,1,1,2,1,2,2,3,1,3,2,1,1,1,1,1,3,1,3,2,1,1,1,3,2,1,1,1,4,1,3,2,1,2,50,2,2,18,10,2,2,1,1,Esame di Maturit?ÿ Italiana
R_3j7mq6MxKnRkCrA,2,3,4,5,4,4,3,3,2,1,2,3,1,2,4,2,4,5,5,4,5,2,2,3,4,4,3,2,3,4,3,2,4,3,2,5,5,5,4,4,4,5,3,3,4,5,3,5,3,5,5,3,4,1,3,3,4,3,2,3,4,4,3,4,3,4,4,4,4,4,4,4,3,5,1,2,3,2,2,5,2,2,18,11,2,1,1,1,BTEC 
R_1dKtIWM5eNP1cv1,3,3,4,4,3,3,3,3,4,3,3,2,3,2,2,2,2,4,2,3,3,4,3,4,3,3,2,2,2,2,3,2,4,3,2,5,4,4,2,2,2,3,2,4,3,3,4,5,3,3,4,3,4,2,3,3,2,2,2,4,3,3,3,2,3,4,2,3,3,4,3,3,2,3,1,4,4,0,1,0,1,1,19,7,2,1,1,1,I have a couple 
R_2b14myKtatzduh5,3,2,5,5,5,5,3,5,4,2,2,4,1,2,2,2,5,5,5,4,4,1,5,5,1,1,4,1,2,2,5,3,5,2,2,3,4,4,2,2,1,2,2,3,1,1,1,4,4,3,4,2,5,2,2,2,3,2,1,3,3,2,2,3,4,2,3,4,3,2,3,3,2,5,1,2,3,0,1,0,2,2,19,7,2,1,1,1,a levels
R_23VqRKpDjYwut3E,2,3,3,3,4,3,3,2,3,3,3,1,2,1,3,2,3,3,2,3,3,2,3,3,3,3,1,2,1,3,1,2,3,2,1,3,2,2,1,2,1,1,1,1,3,2,2,2,1,2,1,1,3,2,2,1,2,3,2,2,1,3,2,2,4,3,2,2,3,1,2,1,2,10,1,4,2,2,3,60,3,1,18,9,1,1,1,1,A-Levels
R_2TT6Xk0tXmjEvFz,1,2,2,3,3,3,5,3,3,2,3,3,3,1,1,1,2,2,2,2,3,5,3,3,4,3,1,1,1,2,1,1,4,1,1,5,2,3,1,1,5,2,2,1,2,1,2,2,1,1,3,2,5,2,3,3,2,4,2,4,2,3,4,3,4,3,3,3,3,3,3,2,3,2,1,5,5,7,2,7,2,2,19,5,1,1,1,1,BTEC
R_3GetjdM8Dk0YA3h,1,1,1,1,5,5,1,5,5,1,1,3,2,2,4,1,1,1,1,5,5,1,5,5,1,1,2,2,2,4,2,1,5,4,3,5,2,1,1,2,2,2,1,2,2,2,2,2,1,5,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,0,0,1,2,19,7,2,1,1,1,alevels
R_BK59VVmvATEgXZv,2,4,5,4,3,3,3,2,4,2,1,2,2,1,2,2,3,3,3,5,4,4,2,4,2,2,1,3,1,2,4,4,2,3,2,2,2,4,1,2,1,1,1,1,2,1,2,4,2,1,3,2,2,1,4,3,2,4,3,4,3,4,3,4,4,4,3,4,4,4,3,2,4,6,3,6,7,0,2,9,5,2,22,8,2,2,1,1,High school diploma
R_STAEexkvd8exs5P,2,3,1,2,5,4,3,4,3,5,5,2,2,1,1,2,3,3,3,4,4,5,1,3,3,3,2,2,1,2,3,1,4,1,5,4,5,3,1,3,3,2,2,3,1,1,1,5,5,1,2,1,5,1,3,3,3,2,1,4,3,4,4,4,4,4,2,3,4,4,2,3,4,2,1,3,5,1,3,90,2,2,18,6,1,1,1,1,A-levels
R_3Kp89xsGQf9vG8N,2,3,3,3,4,3,4,3,4,3,3,1,2,1,3,2,2,2,3,3,3,2,2,3,4,4,1,2,1,2,1,1,3,2,1,2,2,3,2,1,1,2,1,2,2,1,2,2,1,1,1,1,3,2,2,1,3,1,2,2,1,2,1,1,3,3,2,2,3,2,1,1,2,10,1,4,3,2,3,60,3,1,18,9,1,1,1,1,A-Levels
R_2PhgboILxYL8ZOT,3,4,5,5,5,5,1,3,5,5,5,2,2,2,2,2,4,4,4,4,4,5,3,3,1,1,2,2,2,2,4,2,5,1,4,5,5,2,1,4,4,1,3,4,4,4,4,5,5,2,5,5,5,1,3,2,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,7,1,3,70,3,2,18,9,1,1,1,1,Ib
R_zd0i07RRygvlHix,2,2,2,2,2,2,4,1,4,4,5,1,4,1,4,2,2,2,2,2,2,4,2,2,5,5,1,4,1,4,2,2,5,5,3,5,4,5,1,2,5,5,5,5,5,3,5,5,1,1,3,1,5,1,3,3,4,4,4,4,4,4,3,3,4,3,3,4,3,4,3,3,3,10,2,6,6,5,3,7,4,2,18,9,1,1,1,1,A-Levels
R_1gw5B7UhawpadkB,1,1,3,2,1,1,4,3,2,3,3,1,4,1,3,1,2,3,2,1,1,3,3,3,4,4,1,4,1,2,3,4,2,2,2,2,4,3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,2,3,2,1,4,3,6,6,1,2,8,3,2,19,9,1,1,1,1,A-levels
R_tEuMea6RH67TunL,2,1,1,1,2,2,5,2,2,5,5,1,3,1,3,2,2,1,1,2,2,4,2,2,5,5,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,4,2,5,5,1,2,90,4,2,19,9,1,1,1,1,A-levels
R_Olj60Ibh407RrYR,1,2,1,1,2,2,2,2,2,4,3,1,3,1,2,1,1,1,1,2,2,2,3,2,4,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,2,1,2,1,1,1,4,1,1,1,1,5,1,5,7,1,2,10,3,2,18,9,1,1,1,1,A-levels
R_3Ok998nijOYkiwr,3,3,2,1,3,3,2,2,4,5,5,2,2,1,3,3,3,3,3,4,3,2,3,5,5,5,2,2,1,4,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,2,6,1,2,9.6,2,2,18,8,1,1,1,1,A- Levels
R_ena0drsZF5IBD8J,3,5,5,5,3,3,4,3,5,2,2,2,2,1,2,1,2,3,3,1,2,4,3,5,4,4,2,2,1,2,5,5,5,3,3,5,5,1,1,2,1,2,2,2,4,1,5,5,5,3,3,1,5,1,2,2,2,2,1,2,3,4,4,4,4,2,4,2,4,4,2,4,2,3,1,2,1,1,2,5,2,2,19,9,1,1,1,1,A Levels
R_9XHtgYCyolv0dNf,3,5,5,5,3,3,3,4,5,2,2,2,2,2,3,4,5,5,5,4,4,1,5,5,1,1,4,1,3,3,5,3,5,1,5,5,5,2,1,5,1,5,2,3,5,5,5,5,1,5,2,2,5,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,2,1,3,80,2,2,21,9,1,1,1,1,A levels
R_1fgcJ2DhACnQruN,2,4,4,4,5,5,3,5,5,2,2,2,2,1,3,2,3,3,3,3,3,2,5,3,3,3,3,2,1,2,3,2,4,2,1,5,4,2,1,2,4,1,2,2,1,1,1,5,2,1,2,2,4,1,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,1,2,4,1,3,9,2,2,19,9,1,1,1,1,a level
R_yIVDjRLQcyKAJWN,2,3,2,1,2,2,4,2,4,3,2,1,4,1,2,1,2,1,2,1,2,5,1,1,5,5,1,1,1,2,4,5,3,1,2,5,2,1,1,2,1,2,1,4,2,1,2,5,2,2,2,1,3,1,3,1,1,3,1,4,4,4,4,3,4,4,3,4,4,3,4,3,4,5,1,6,7,1,2,90,4,2,18,9,1,1,1,1,alevels
R_1MY9oCi7RtUMByl,1,1,1,1,4,4,2,4,5,4,4,1,1,1,4,1,1,1,1,4,3,2,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,7,1,3,100,2,1,20,9,1,1,1,1,University Foundation Year Degree
R_xAaGaQob6hwq7u1,2,2,2,2,5,5,5,5,4,5,2,1,2,1,2,1,2,3,3,5,4,5,4,5,3,2,2,2,1,2,2,1,2,1,3,3,2,3,1,2,1,1,2,2,1,1,1,3,2,1,1,1,1,2,3,2,3,1,2,3,3,3,4,3,4,4,4,3,4,4,4,2,3,5,1,5,5,1,2,100,2,2,19,9,1,1,1,1,A level
R_pKpIMixdP8j3EyZ,3,4,4,4,3,3,2,3,2,4,4,2,1,1,2,3,5,4,4,3,3,4,3,2,3,3,2,2,1,2,4,4,4,4,4,5,4,4,1,4,4,2,4,3,4,2,2,4,4,4,4,5,5,1,3,1,2,4,1,3,4,4,4,4,4,4,3,4,4,4,4,3,4,7,1,6,6,2,2,100,4,2,18,9,1,1,1,1,A-Levels
R_3qyEUnvx1qz9TvL,2,3,2,2,3,3,4,3,4,5,5,1,3,1,2,1,2,1,1,2,2,4,3,3,5,5,1,3,1,2,2,1,3,1,1,4,3,2,1,2,2,1,1,1,1,1,1,4,2,1,2,1,3,2,2,2,2,2,1,2,3,3,3,2,3,1,2,2,3,4,2,2,2,4,1,6,6,2,3,10,3,2,18,9,1,1,1,1,College Diploma
R_1rfwhu2UPyzz7oe,2,3,3,4,3,3,4,2,3,3,2,2,3,1,2,2,3,3,4,3,4,3,2,3,2,2,2,2,1,2,4,3,5,4,4,5,5,3,4,4,2,4,2,2,4,5,3,5,3,2,5,3,5,1,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,5,1,6,5,3,2,27,4,2,18,9,1,1,1,1,A-levels
R_1DGSJnf8ZmdSAke,4,3,3,2,1,1,4,1,1,4,5,1,4,2,2,4,3,2,2,1,1,4,1,1,4,4,2,4,2,2,3,2,4,2,1,3,2,1,2,2,1,2,1,1,2,2,3,4,1,2,3,1,3,2,3,2,3,2,2,2,3,3,4,3,4,2,3,3,3,2,1,2,3,5.5,3,7,7,0.5,2,100,3,1,18,9,1,1,1,1,A-levels
R_3F2MO5pmhHgkYqe,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2,5,2,3,4,5,1,3,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,1,2,1,1,3,2,2,2,1,3,2,2,2,2,2,2,2,3,3,3,2,2,1,2,3,2,2,2,1,1,3,2,6,6,0.5,2,100,3,1,18,3,1,1,1,1,A-levels
R_1hYhzKEOAf6UA9k,2,3,3,3,3,3,5,3,3,4,4,1,3,2,3,2,2,3,3,4,3,3,3,3,2,2,1,1,2,3,2,2,4,4,2,3,3,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,1,2,3,2,2,2,3,3,3,3,3,4,3,3,3,3,3,2,3,3,4,1,1,3,1,3,8,2,2,18,9,1,1,1,1,A levels 
R_DOvcwH6HXs6Wlwd,2,3,2,2,2,2,5,2,4,3,4,1,3,1,2,1,2,3,3,2,2,5,2,3,4,4,1,1,1,2,3,3,4,1,2,3,3,4,3,2,4,2,3,4,2,2,3,5,1,1,1,1,4,2,3,2,2,2,1,3,3,4,3,4,4,1,3,3,3,4,2,2,3,6,2,5,4,1,2,6.5,2,1,18,9,1,1,1,1,A-Levels
R_OKfYCCgzIVtwdt7,2,5,5,3,3,3,3,2,3,2,2,4,2,2,3,2,5,5,2,2,2,3,2,3,2,3,3,2,2,3,2,2,2,1,3,5,4,3,1,2,2,2,3,4,4,2,3,5,3,2,4,3,4,2,3,3,3,2,2,2,4,3,2,3,4,2,2,3,3,3,3,2,3,4,2,3,7,2,2,100,3,2,19,8,2,1,1,1,IB
R_2b15xDiefrTcvvj,3,5,2,2,4,4,4,3,3,4,4,4,3,1,3,3,4,2,2,3,3,3,3,4,4,4,3,3,1,2,2,1,4,2,1,5,3,2,1,2,1,1,1,3,1,1,1,5,3,1,2,1,5,1,3,2,1,2,1,2,4,3,4,4,4,2,2,3,4,2,3,2,3,5,1,5,5,2,3,8,2,2,19,9,1,1,1,1,A levels
R_CZXBP0CbM7HOAWl,2,1,4,4,3,4,5,2,2,3,3,1,4,1,3,1,1,2,2,3,3,3,2,4,3,3,1,1,1,1,2,2,4,1,1,5,4,4,1,3,1,1,1,2,4,2,2,4,4,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,5,6,2,2,90,3,2,26,10,2,1,1,1,A-levels 
R_2Y5nCxC73vXmEIY,3,5,5,4,2,3,5,1,3,4,2,3,2,1,3,3,5,5,4,4,4,3,4,3,3,4,3,2,2,2,1,1,4,3,2,3,3,4,1,3,2,3,1,1,3,2,1,5,3,3,2,2,2,2,3,1,1,1,1,2,2,2,4,3,3,2,3,3,2,4,4,3,2,6,1,4,6,1,2,70,2,2,18,11,1,1,1,1,A levels
R_bKPvHRH4SzsF6w1,1,1,1,1,1,1,4,1,1,4,4,1,3,1,1,1,1,1,2,1,1,4,1,3,4,4,1,3,1,1,3,1,3,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2,2,1,2,3,1,3,2,3,2,1,3,1,1,2,2,2,1,2,1,8,2,5,5,2,3,90,1,2,20,10,2,2,1,1,A levels/ Access course
R_sjIS9EpRQBzKDG9,2,3,2,3,4,2,1,2,4,3,3,2,3,1,2,1,2,3,3,3,3,1,2,3,2,2,2,3,1,2,3,3,5,2,3,4,5,4,2,2,2,1,3,2,1,1,1,4,2,1,3,2,4,2,2,3,2,1,2,3,2,4,4,3,2,2,1,2,3,2,2,2,2,4,2,5,6,1,2,10,2,2,18,9,1,1,1,1,A levels
